rel,rel_ma4,rel_chg4,eff_per_video_s,log_lag,gini_s,n_channels_s,n_new_videos_s,growth_s,accel_s,eff_per_video_s_d4,log_lag_d4,n_channels_s_d4,n_new_videos_s_d4,gini_s_d4,bass_r2,log_qp,label,product
3.0,3.5,-0.25,5.99487433862434,8.61930274508559,0.6220008611199886,32.0,0.0,-0.0989180834621328,-0.1718865743410713,-0.004497430039977,-0.0312999904865175,-0.0103092783505155,-1.0,-0.0252442819805599,0.8788190409359685,5.891051431205939,0,달고나커피
3.0,3.25,-0.25,4.750572344322345,9.022022316511723,0.5265796156987432,28.666666666666668,0.3333333333333333,-0.3956204379562044,-0.4089340474236599,-0.3283259100298964,0.0129514995458952,-0.0652173913043477,-0.6666666666666667,-0.1878334409926741,0.8788190409359685,5.891051431205939,0,달고나커피
3.0,3.0,-0.25,3.951465201465202,9.041640128001262,0.5123783421660743,27.33333333333333,0.6666666666666666,-0.4425385934819897,-0.3436205100198569,-0.4126857363643725,0.0575209526207092,-0.127659574468085,1.0,-0.1988677928285431,0.8788190409359685,5.891051431205939,0,달고나커피
3.0,3.0,0.0,3.199877899877901,9.066001294091087,0.4576856821042867,28.0,0.6666666666666666,-0.3526570048309179,0.0429634331252865,-0.5375892003003605,0.0562724773998124,-0.1515151515151515,1.0,-0.2618584221057821,0.8788190409359685,5.891051431205939,0,달고나커피
3.0,3.0,0.0,5.623809523809524,8.674078272216471,0.5778941370953504,29.0,0.6666666666666666,0.5384615384615385,0.9810001319435284,-0.061897012990595,0.0063549835469129,-0.09375,0.0,-0.07091103370053,0.8788190409359685,5.891051431205939,1,달고나커피
3.0,3.0,0.0,5.755555555555556,8.68243357319744,0.6169321017147104,29.33333333333333,0.3333333333333333,0.9328358208955224,1.2854928257264402,0.2115499224918273,-0.0376399804168942,0.0232558139534881,0.0,0.1715837136917541,0.8788190409359685,5.891051431205939,1,달고나커피
3.0,3.0,0.0,5.848717948717948,8.705947961266496,0.6333924612785183,27.666666666666668,0.3333333333333333,0.026,-0.5124615384615385,0.4801390498261875,-0.0371273532215856,0.0121951219512195,-0.5,0.2361811754198237,0.8788190409359685,5.891051431205939,1,달고나커피
2.571428571428572,2.8928571428571432,-0.1428571428571426,3.731257631257632,9.125068430785522,0.5443655461646467,24.666666666666668,0.0,-0.4536679536679536,-1.3865037745634758,0.1660625023848589,0.0065152358551869,-0.1190476190476189,-1.0,0.1893873185235657,0.8788190409359685,5.891051431205939,1,달고나커피
2.0,2.6428571428571432,-0.3333333333333333,3.53866503866504,9.15218618801188,0.5087213549648999,23.666666666666668,0.0,-0.4990253411306042,-0.5250253411306043,-0.3707708229300099,0.0551191608826973,-0.1839080459770115,-1.0,-0.1196980167996362,0.8788190409359685,5.891051431205939,0,달고나커피
2.0,2.3928571428571432,-0.3333333333333333,3.534391534391535,9.172617625569549,0.4846221065122031,23.0,0.0,-0.1166077738515901,0.3370601798163635,-0.3859165287736715,0.0564569884974761,-0.2159090909090908,-1.0,-0.2144644359318681,0.8788190409359685,5.891051431205939,0,달고나커피
2.0,2.1428571428571432,-0.3333333333333333,2.907407407407408,9.19696211884768,0.4581473077053884,23.33333333333333,0.0,-0.1712062256809339,0.3278191154496703,-0.5028983389351648,0.0563998498228739,-0.1566265060240964,-1.0,-0.2766770435180002,0.8788190409359685,5.891051431205939,0,달고나커피
2.0,2.0,-0.2222222222222224,2.9577777777777783,9.222722246429928,0.4674667125803489,22.666666666666668,0.0,-0.156,-0.0393922261484098,-0.2072973592067803,0.0107017077608917,-0.081081081081081,0.0,-0.1412632267528542,0.8788190409359685,5.891051431205939,0,달고나커피
2.0,2.0,0.0,2.486666666666668,9.23863707371694,0.4351056014692377,23.0,0.0,-0.15962441314554,0.0115818125353939,-0.297286790499741,0.0094459273368254,-0.0281690140845071,0.0,-0.1447074174834696,0.8788190409359685,5.891051431205939,0,달고나커피
2.0,2.0,0.0,2.2896969696969705,9.248364652096225,0.4001587301587301,23.0,0.0,-0.2132701421800946,-0.0572701421800946,-0.3521665759390309,0.008257950959988,0.0,0.0,-0.1742870892979912,0.8788190409359685,5.891051431205939,0,달고나커피
2.0,2.0,0.0,2.223030303030303,9.265332095587004,0.4039145987033311,23.0,0.3333333333333333,-0.1005586592178771,0.0590657539276628,-0.2353908511870296,0.0074339739422444,-0.0142857142857142,0.0,-0.1183739554722684,0.8788190409359685,5.891051431205939,0,달고나커피
2.0,2.0,0.0,2.506107226107227,9.277696616648194,0.4434160232047555,23.33333333333333,0.6666666666666666,0.114457831325301,0.3277279735053957,-0.1527060467706598,0.0059607530997203,0.0294117647058822,0.0,-0.0514489881917731,0.8788190409359685,5.891051431205939,0,달고나커피
2.0,2.0,0.0,2.703076923076924,9.257888309875494,0.4886682069184777,24.666666666666668,1.0,0.2919254658385093,0.3924841250563864,0.0870282532480923,0.0020837744793895,0.0724637681159421,0.0,0.1231025417010791,0.8788190409359685,5.891051431205939,0,달고나커피
2.0,2.0,0.0,2.475708502024292,9.267577659763113,0.4558494372185495,22.666666666666668,0.6666666666666666,-0.0378378378378377,-0.1522956691631388,0.0812384934727581,0.0020774491912505,-0.0144927536231883,0.0,0.1391715408476246,0.8788190409359685,5.891051431205939,0,달고나커피
2.0,2.0,0.0,2.1140350877192984,9.2923387216902,0.4026930419568911,20.0,0.3333333333333333,-0.3365384615384614,-0.6284639273769708,-0.0490300177925729,0.0029148038974295,-0.1304347826086956,0.0,-0.003024294616638,0.8788190409359685,5.891051431205939,0,달고나커피
2.0,2.0,0.0,2.0769980506822616,9.340744137930786,0.3757748068096756,17.666666666666668,0.3333333333333333,-0.3483146067415731,-0.3104767689037353,-0.1712253853126255,0.0067956006633647,-0.2428571428571427,-0.5,-0.1525457197198427,0.8788190409359685,5.891051431205939,0,달고나커피
2.4285714285714284,2.107142857142857,0.2142857142857142,2.0756485230169446,9.356416108454155,0.3844897226170176,20.0,0.3333333333333333,-0.0507246376811594,0.285813823857302,-0.2321163688326616,0.0106425780135586,-0.1891891891891892,-0.6666666666666667,-0.213188586502088,0.8788190409359685,5.891051431205939,0,달고나커피
